Id,SalePrice
2247,127000
2248,145000
2249,130500
2250,129500
2251,190000
2252,160000
2253,178000
2254,168500
2255,188000
2256,173000
2257,192000
2258,173000
2259,189000
2260,160000
2261,170000
2262,170000
2263,325000
2264,240000
2265,140000
2266,275000
2267,466500
2268,319000
2269,140000
2270,205000
2271,180000
2272,184000
2273,180000
2274,180000
2275,140000
2276,190000
2277,184000
2278,135000
2279,147000
2280,112000
2281,181000
2282,181000
2283,125000
2284,106000
2285,148500
2286,135000
2287,318000
2288,287090
2289,440000
2290,402861
2291,285000
2292,315000
2293,318000
2294,280000
2295,385000
2296,230500
2297,335000
2298,275000
2299,250000
2300,280000
2301,339750
2302,235000
2303,232000
2304,186500
2305,147000
2306,207500
2307,185850
2308,209500
2309,277500
2310,147000
2311,185850
2312,173000
2313,174000
2314,173000
2315,156932
2316,156932
2317,194500
2318,225000
2319,225000
2320,176485
2321,215000
2322,159895
2323,173000
2324,183200
2325,178000
2326,215000
2327,195000
2328,215000
2329,173000
2330,178000
2331,290000
2332,250000
2333,290000
2334,248000
2335,250000
2336,290000
2337,147000
2338,147000
2339,232000
2340,385000
2341,165000
2342,214000
2343,232000
2344,200000
2345,227000
2346,249700
2347,250580
2348,225000
2349,227875
2350,270000
2351,232600
2352,232000
2353,250000
2354,84500
2355,141000
2356,155000
2357,227000
2358,158000
2359,120000
2360,129000
2361,149900
2362,190000
2363,180000
2364,207500
2365,207500
2366,140000
2367,202665
2368,147000
2369,199900
2370,179400
2371,155000
2372,182000
2373,250000
2374,280000
2375,270000
2376,350000
2377,235000
2378,157000
2379,235000
2380,173000
2381,179900
2382,205000
2383,191000
2384,210000
2385,144000
2386,129000
2387,130000
2388,90000
2389,110000
2390,144000
2391,120500
2392,110000
2393,180000
2394,145000
2395,250000
2396,170000
2397,155000
2398,135000
2399,118000
2400,100000
2401,130000
2402,140000
2403,124000
2404,148000
2405,160000
2406,135000
2407,135000
2408,155000
2409,115000
2410,176000
2411,141000
2412,215000
2413,140000
2414,130500
2415,135000
2416,110000
2417,139400
2418,117000
2419,119000
2420,132500
2421,181000
2422,107000
2423,112000
2424,128500
2425,140000
2426,139000
2427,112000
2428,215000
2429,118000
2430,139000
2431,124000
2432,132500
2433,156000
2434,139000
2435,157000
2436,108000
2437,109500
2438,148000
2439,140000
2440,140000
2441,102000
2442,100000
2443,110000
2444,110000
2445,125000
2446,124000
2447,178000
2448,139000
2449,87000
2450,140000
2451,110000
2452,160000
2453,109500
2454,120000
2455,141000
2456,128000
2457,117000
2458,149000
2459,119000
2460,110000
2461,119000
2462,117000
2463,105000
2464,112000
2465,110000
2466,135000
2467,157000
2468,135000
2469,100000
2470,160000
2471,178000
2472,110000
2473,140000
2474,107000
2475,219500
2476,135000
2477,125000
2478,148000
2479,100000
2480,172500
2481,125000
2482,140000
2483,128000
2484,140000
2485,154000
2486,147000
2487,160000
2488,149000
2489,135000
2490,147000
2491,98000
2492,176000
2493,117000
2494,160000
2495,100000
2496,190000
2497,219500
2498,118000
2499,144000
2500,193000
2501,119000
2502,139000
2503,115000
2504,160000
2505,215000
2506,279500
2507,239000
2508,279500
2509,232000
2510,192000
2511,191000
2512,200000
2513,190000
2514,260000
2515,156000
2516,173000
2517,145000
2518,108000
2519,275000
2520,237000
2521,195000
2522,180000
2523,110000
2524,148000
2525,149900
2526,142500
2527,112500
2528,140000
2529,129000
2530,108000
2531,235000
2532,235000
2533,195000
2534,230000
2535,210000
2536,235000
2537,275000
2538,173900
2539,194000
2540,164990
2541,178000
2542,190000
2543,187500
2544,130000
2545,140000
2546,140000
2547,125000
2548,142953
2549,188000
2550,272000
2551,130000
2552,147000
2553,82000
2554,118000
2555,139000
2556,100000
2557,108000
2558,200000
2559,127000
2560,139000
2561,133000
2562,139500
2563,149000
2564,178000
2565,144000
2566,135000
2567,164000
2568,176000
2569,157000
2570,155000
2571,176000
2572,140000
2573,230000
2574,215000
2575,120500
2576,143000
2577,127000
2578,100000
2579,115000
2580,160000
2581,129000
2582,135000
2583,235000
2584,137500
2585,149900
2586,159000
2587,173000
2588,170000
2589,187500
2590,230000
2591,205000
2592,239000
2593,265900
2594,180000
2595,220000
2596,312500
2597,179000
2598,215000
2599,239000
2600,170000
2601,193000
2602,88000
2603,91000
2604,88000
2605,112000
2606,165500
2607,215000
2608,215000
2609,159000
2610,118000
2611,135000
2612,156000
2613,133000
2614,135000
2615,190000
2616,141000
2617,166000
2618,160000
2619,185000
2620,192000
2621,176000
2622,189000
2623,230000
2624,240000
2625,239000
2626,185000
2627,239000
2628,424870
2629,361919
2630,290000
2631,290000
2632,320000
2633,277500
2634,374000
2635,148000
2636,180000
2637,215000
2638,226000
2639,205000
2640,135000
2641,131000
2642,207500
2643,106000
2644,94500
2645,106000
2646,83000
2647,83000
2648,170000
2649,144000
2650,147000
2651,148500
2652,446261
2653,174000
2654,318000
2655,280000
2656,285000
2657,280000
2658,225000
2659,219210
2660,335000
2661,440000
2662,374000
2663,275000
2664,277500
2665,385000
2666,277500
2667,178900
2668,178900
2669,176485
2670,225000
2671,199900
2672,264561
2673,215000
2674,178740
2675,167240
2676,215000
2677,176000
2678,200000
2679,235000
2680,275000
2681,290000
2682,290000
2683,190000
2684,290000
2685,235000
2686,225000
2687,157000
2688,225000
2689,208300
2690,270000
2691,186500
2692,141000
2693,221500
2694,158000
2695,180000
2696,195000
2697,173000
2698,190000
2699,179200
2700,179200
2701,173000
2702,110000
2703,90000
2704,144000
2705,125000
2706,135000
2707,144000
2708,122000
2709,127000
2710,128500
2711,181000
2712,335000
2713,120000
2714,147400
2715,168500
2716,148800
2717,165000
2718,340000
2719,157000
2720,160000
2721,156000
2722,160000
2723,140000
2724,145000
2725,135000
2726,147000
2727,170000
2728,172500
2729,140000
2730,135000
2731,133000
2732,120000
2733,180000
2734,140000
2735,132500
2736,180000
2737,122000
2738,135000
2739,170000
2740,140000
2741,157000
2742,187000
2743,160000
2744,160000
2745,139000
2746,136500
2747,174000
2748,140000
2749,141000
2750,154000
2751,156000
2752,163000
2753,145000
2754,200000
2755,124000
2756,117000
2757,100000
2758,120000
2759,140000
2760,124000
2761,118000
2762,153500
2763,180000
2764,144000
2765,239000
2766,135000
2767,90000
2768,118000
2769,135000
2770,129900
2771,118000
2772,134500
2773,161000
2774,119000
2775,115000
2776,117000
2777,140000
2778,178000
2779,90000
2780,110000
2781,113000
2782,120000
2783,113000
2784,125000
2785,155000
2786,100000
2787,125000
2788,100000
2789,128000
2790,87000
2791,110000
2792,87000
2793,115000
2794,100000
2795,115000
2796,113000
2797,135000
2798,135000
2799,112000
2800,141000
2801,125000
2802,135000
2803,136905
2804,144000
2805,106500
2806,102000
2807,155000
2808,148000
2809,148000
2810,132500
2811,176000
2812,148000
2813,188000
2814,171000
2815,87000
2816,147000
2817,235000
2818,133000
2819,185000
2820,120000
2821,149000
2822,205000
2823,189000
2824,170000
2825,160000
2826,118000
2827,135000
2828,180000
2829,172500
2830,239000
2831,194000
2832,235000
2833,318000
2834,196500
2835,192000
2836,190000
2837,180000
2838,145000
2839,178000
2840,217000
2841,190000
2842,235000
2843,187500
2844,158000
2845,130000
2846,190000
2847,211000
2848,235000
2849,200000
2850,235000
2851,195000
2852,235000
2853,274300
2854,136500
2855,235000
2856,239799
2857,178000
2858,194000
2859,140000
2860,127500
2861,180000
2862,174000
2863,141000
2864,240000
2865,140000
2866,130000
2867,145000
2868,112000
2869,135000
2870,180000
2871,84500
2872,100000
2873,135000
2874,135000
2875,160000
2876,230000
2877,177000
2878,200100
2879,169500
2880,135000
2881,124000
2882,131000
2883,210000
2884,168000
2885,239000
2886,193500
2887,113000
2888,159500
2889,100000
2890,113000
2891,135000
2892,108000
2893,118000
2894,108000
2895,275000
2896,275000
2897,180000
2898,135000
2899,240000
2900,135000
2901,180000
2902,235000
2903,315000
2904,315000
2905,115000
2906,206300
2907,120000
2908,135000
2909,171000
2910,81000
2911,88000
2912,141000
2913,88000
2914,88000
2915,97000
2916,88000
2917,149900
2918,148000
2919,188000
